Discipline,RR,comment,Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
Clinical medicine,not checked,,C55B25SG,journalArticle,2018,"Gbadamosi, Semiu Olatunde; Eze, Chuka; Olawepo, John Olajide; Iwelunmor, Juliet; Sarpong, Daniel F.; Ogidi, Amaka Grace; Patel, Dina; Oko, John Okpanachi; Onoka, Chima; Ezeanolue, Echezona Edozie",A Patient-Held Smartcard With a Unique Identifier and an mHealth Platform to Improve the Availability of Prenatal Test Results in Rural Nigeria: Demonstration Study,Journal of Medical Internet Research,,,10.2196/jmir.8716,https://www.jmir.org/2018/1/e18/,"Background: Community-based strategies to test for HIV, hepatitis B virus (HBV), and sickle cell disease (SCD) have expanded opportunities to increase the proportion of pregnant women who are aware of their diagnosis. In order to use this information to implement evidence-based interventions, these results have to be available to skilled health providers at the point of delivery. Most electronic health platforms are dependent on the availability of reliable Internet connectivity and, thus, have limited use in many rural and resource-limited settings. Objective: Here we describe our work on the development and deployment of an integrated mHealth platform that is able to capture medical information, including test results, and encrypt it into a patient-held smartcard that can be read at the point of delivery without the need for an Internet connection. Methods: We engaged a team of implementation scientists, public health experts, and information technology specialists in a requirement-gathering process to inform the design of a prototype for a platform that uses smartcard technology, database deployment, and mobile phone app development. Key design decisions focused on usability, scalability, and security. Results: We successfully designed an integrated mHealth platform and deployed it in 4 health facilities across Benue State, Nigeria. We developed the Vitira Health platform to store test results of HIV, HBV, and SCD in a database, and securely encrypt the results on a Quick Response code embedded on a smartcard. We used a mobile app to read the contents on the smartcard without the need for Internet connectivity. Conclusions: Our findings indicate that it is possible to develop a patient-held smartcard and an mHealth platform that contains vital health information that can be read at the point of delivery using a mobile phone-based app without an Internet connection. Trial Registration: ClinicalTrials.gov NCT03027258; https://clinicaltrials.gov/ct2/show/NCT03027258 (Archived by WebCite at http://www.webcitation.org/6owR2D0kE)  [J Med Internet Res 2018;20(1):e18]",2018,25/11/2018 17:58,25/11/2018 17:58,02/11/2018 16:38,e18,,1,20,,,A Patient-Held Smartcard With a Unique Identifier and an mHealth Platform to Improve the Availability of Prenatal Test Results in Rural Nigeria,,,,,,,en,"Unless stated otherwise, all articles are open-access distributed under the terms of the Creative Commons Attribution License (http://creativecommons.org/licenses/by/2.0/), which permits unrestricted use, distribution, and reproduction in any medium, provided the original work (",,,,www.jmir.org,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cancer biology,not checked,,5WHF7ECB,journalArticle,2017,"Showalter, Megan Reed; Hatakeyama, Jason; Cajka, Tomas; VanderVorst, Kacey; Carraway, Kermit L; Fiehn, Oliver; Reproducibility Project: Cancer Biology",Replication Study: The common feature of leukemia-associated IDH1 and IDH2 mutations is a neomorphic enzyme activity converting alpha-ketoglutarate to 2-hydroxyglutarate,eLife,,2050-084X,10.7554/eLife.26030,http://elifesciences.org/lookup/doi/10.7554/eLife.26030,,27/06/2017,25/11/2018 17:58,25/11/2018 17:58,,e26030,,,6,,,Replication Study,,,,,,,en,,,,,CrossRef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cancer biology,not checked,,JP3ESWW4,journalArticle,2017,"Horrigan, Stephen K; Courville, Pascal; Sampey, Darryl; Zhou, Faren; Cai, Steve; Reproducibility Project: Cancer Biology",Replication Study: Melanoma genome sequencing reveals frequent PREX2 mutations,eLife,,2050-084X,10.7554/eLife.21634,https://elifesciences.org/articles/21634,,19/01/2017,25/11/2018 17:58,25/11/2018 17:58,03/04/2018 14:29,,,,6,,,Replication Study,,,,,,,en,,,,,CrossRef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cancer biology,not checked,,7K24AF72,journalArticle,2017,"Shan, Xiaochuan; Fung, Juan Jose; Kosaka, Alan; Danet-Desnoyers, Gwenn; Reproducibility Project: Cancer Biology",Replication Study: Inhibition of BET recruitment to chromatin as an effective treatment for MLL-fusion leukaemia,eLife,,2050-084X,10.7554/eLife.25306,http://elifesciences.org/lookup/doi/10.7554/eLife.25306,,27/06/2017,25/11/2018 17:58,25/11/2018 17:58,28/06/2017 12:34,,,,6,,,Replication Study,,,,,,,en,,,,,CrossRef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cancer biology,not checked,,ANVJI9HS,journalArticle,2018,"Repass, John; Biology, Reproducibility Project: Cancer",Replication Study: Fusobacterium nucleatum infection is prevalent in human colorectal carcinoma,eLife,,2050-084X,10.7554/eLife.25801,https://elifesciences.org/articles/25801,Editors' Summary: This Replication Study did not reproduce those experiments in the original paper that it attempted to reproduce.,13/03/2018,25/11/2018 17:58,25/11/2018 17:58,20/03/2018 14:04,e25801,,,7,,eLife Sciences,Replication Study,,,,,,,en,"© 2018 Repass et al.. This article is distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use and redistribution provided that the original author and source are credited.",,,,elifesciences.org,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cancer biology,not checked,,BNY3ECC3,journalArticle,2017,"Mantis, Christine; Kandela, Irawati; Aird, Fraser; Biology, Reproducibility Project: Cancer",Replication Study: Coadministration of a tumor-penetrating peptide enhances the efficacy of cancer drugs,eLife,,2050-084X,10.7554/eLife.17584,https://elifesciences.org/content/6/e17584v1,"In 2015, as part of the Reproducibility Project: Cancer Biology, we published a Registered Report (Kandela et al., 2015) that described how we intended to replicate selected experiments from the paper “Coadministration of a tumor-penetrating peptide enhances the efficacy of cancer drugs“ (Sugahara et al., 2010). Here we report the results of those experiments. We found that coadministration with iRGD peptide did not have an impact on permeability of the chemotherapeutic agent doxorubicin (DOX) in a xenograft model of prostate cancer, whereas the original study reported that it increased the penetrance of this cancer drug (Figure 2B; Sugahara et al., 2010). Further, in mice bearing orthotopic 22Rv1 human prostate tumors, we did not find a statistically significant difference in tumor weight for mice treated with DOX and iRGD compared to DOX alone, whereas the original study reported a decrease in tumor weight when DOX was coadministered with iRGD (Figure 2C; Sugahara et al., 2010). In addition, we did not find a statistically significant difference in TUNEL staining in tumor tissue between mice treated with DOX and iRGD compared to DOX alone, while the original study reported an increase in TUNEL positive staining with iRGD coadministration (Figure 2D; Sugahara et al., 2010). Similar to the original study (Supplemental Figure 9A; Sugahara et al., 2010), we did not observe an impact on mouse body weight with DOX and iRGD treatment. Finally, we report meta-analyses for each result.",19/01/2017,25/11/2018 17:58,06/11/2019 13:58,04/05/2017 21:16,e17584,,,6,,,Replication Study,,,,,,,en,"© 2017, Mantis et al. This article is distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use and redistribution provided that the original author and source are credited.",,,,elifesciences.org,,Citation Key: mantis_replication_2017-1 PMID: 28100395,,,,,doxorubicin; Human; metascience; Mouse; reproducibility; reproducibility project: cancer biology; tumor penetrating peptide; Replication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clinical medicine,not checked,note that this paper is listed twice in the database,NQEKPXAH,journalArticle,2016,"Chu, Charlene H.; Paquin, Kathleen; Puts, Martine; McGilton, Katherine S.; Babineau, Jessica; Wyk, Paula M. van",Community-Based Hip Fracture Rehabilitation Interventions for Older Adults With Cognitive Impairment: A Systematic Review,JMIR Rehabilitation and Assistive Technologies,,,10.2196/rehab.5102,https://rehab.jmir.org/2016/1/e3/,"Background: A hip fracture in older adulthood can result in function and mobility decline. The consequences are debilitating and place a great burden on patients, caregivers, and the health care system. Although inpatient rehabilitation programs have proven effective, the best practices for community-based rehabilitation required to maintain the gains in function and mobility post hospital discharge are currently unknown. Objective: The aim of this systematic review is to identify and evaluate the evidence on the effectiveness of community-based rehabilitation post hospital discharge interventions for older adults with cognitive impairment (CI) following a hip fracture, and to identify the physical recovery outcomes and measures used in previous studies. Methods: The methods outlined in the Cochrane Handbook for Systematic Reviews of Intervention were followed and findings were reported using the Preferred Reporting Items for Systematic Reviews and Meta-Analyses guidelines. The search strategy included a combination of text words and subject headings relating to the concepts of CI, dementia, delirium, cognitive reserve, and hip fractures. For a study to be included in the review, it had to involve participants with CI who underwent hip fracture surgery, and consisted of an outpatient intervention that occurred in the participant&#8217;s home or community. Peer-reviewed journal articles were identified by searching various databases. Two independent reviewers screened the titles and abstracts to determine which articles comprising of a rehabilitation intervention within a community setting prior to being included for a full article review. A data extraction form and an evidence and quality checklist were used during the full article data analysis and synthesis. A meta-analysis was not conducted due to heterogeneity of measures and outcomes. Results: The original search resulted in over 3000 articles. Of those, three studies satisfied the necessary criteria to be included in the systematic review. All studies included inpatient and outpatient physiotherapy, with some including a cognitive component, family education, and a discharge assessment. Conclusions: The findings from this review suggest that community-based rehabilitation post hospital discharge interventions show promising results towards improving various physical function outcomes, mobility, and activities of daily living for older adults with CI following a hip fracture. This review also demonstrates and discusses the current lack of outpatient rehabilitation interventions targeted towards older adults with CI post-hip fracture. Additionally, several substantive gaps that require attention to move this field forward are highlighted.  [JMIR Rehabil Assist Technol 2016;3(1):e3]",2016,25/11/2018 17:58,25/11/2018 17:58,02/11/2018 16:36,e3,,1,3,,,Community-Based Hip Fracture Rehabilitation Interventions for Older Adults With Cognitive Impairment,,,,,,,en,"Unless stated otherwise, all articles are open-access distributed under the terms of the Creative Commons Attribution License (http://creativecommons.org/licenses/by/2.0/), which permits unrestricted use, distribution, and reproduction in any medium, provided the original work (",,,,rehab.jmir.org,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clinical medicine,not checked,,C6Y6YY9U,journalArticle,2014,"Torbjørnsen, Astrid; Jenum, Anne Karen; Småstuen, Milada Cvancarova; Årsand, Eirik; Holmen, Heidi; Wahl, Astrid Klopstad; Ribu, Lis","A Low-Intensity Mobile Health Intervention With and Without Health Counseling for Persons With Type 2 Diabetes, Part 1: Baseline and Short-Term Results From a Randomized Controlled Trial in the Norwegian Part of RENEWING HEALTH",JMIR mHealth and uHealth,,,10.2196/mhealth.3535,https://mhealth.jmir.org/2014/4/e52/,"Background: Self-management support for people with type 2 diabetes is essential in diabetes care. Thus, mobile health technology with or without low-intensity theory-based health counseling could become an important tool for promoting self-management. Objectives: The aim was to evaluate whether the introduction of technology-supported self-management using the Few Touch Application (FTA) diabetes diary with or without health counseling improved glycated hemoglobin (HbA 1c ) levels, self-management, behavioral change, and health-related quality of life, and to describe the sociodemographic, clinical, and lifestyle characteristics of the participants after 4 months. Methods: A 3-armed randomized controlled trial was conducted in Norway during 2011-2013. In the 2 intervention groups, participants were given a mobile phone for 1 year, which provided access to the FTA diary, a self-help tool that recorded 5 elements: blood glucose, food habits, physical activity, personal goal setting, and a look-up system for diabetes information. One of the intervention groups was also offered theory-based health counseling with a specialist diabetes nurse by telephone for 4 months from baseline. Both intervention groups and the control group were provided usual care according to the national guidelines. Adults with type 2 diabetes and HbA 1c  &#8805;7.1% were included (N=151). There were 3 assessment points: baseline, 4 months, and 1 year. We report the short-term findings after 4 months. HbA 1c  was the primary outcome and the secondary outcomes were self-management (Health Education Impact Questionnaire, heiQ), behavioral change (diet and physical activity), and health-related quality of life (SF-36 questionnaire). The data were analyzed using univariate methods (ANOVA), multivariate linear, and logistic regression. Results: Data were analyzed from 124 individuals (attrition rate was 18%). The groups were well balanced at baseline. There were no differences in HbA 1c  between groups after 4 months, but there was a decline in all groups. There were changes in self-management measured using the health service navigation item in the heiQ, with improvements in the FTA group compared to the control group ( P =.01) and in the FTA with health counseling group compared with both other groups ( P =.04). This may indicate an improvement in the ability of patients to communicate health needs to their health care providers. Furthermore, the FTA group reported higher scores for skill and technique acquisition at relieving symptoms compared to the control group ( P =.02). There were no significant changes in any of the domains of the SF-36. Conclusions: The primary outcome, HbA 1c , did not differ between groups after 4 months. Both of the intervention groups had significantly better scores than the control group for health service navigation and the FTA group also exhibited improved skill and technique acquisition.  [JMIR Mhealth Uhealth 2014;2(4):e52]",2014,25/11/2018 17:58,25/11/2018 17:58,02/11/2018 16:37,e52,,4,2,,,"A Low-Intensity Mobile Health Intervention With and Without Health Counseling for Persons With Type 2 Diabetes, Part 1",,,,,,,en,"Unless stated otherwise, all articles are open-access distributed under the terms of the Creative Commons Attribution License (http://creativecommons.org/licenses/by/4.0/), which permits unrestricted use, distribution, and reproduction in any medium, provided the original work (",,,,mhealth.jmir.org,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clinical medicine,not checked,,LD225TZI,journalArticle,2017,"Bender, Melinda S.; Cooper, Bruce A.; Park, Linda G.; Padash, Sara; Arai, Shoshana",A Feasible and Efficacious Mobile-Phone Based Lifestyle Intervention for Filipino Americans with Type 2 Diabetes: Randomized Controlled Trial,JMIR Diabetes,,,10.2196/diabetes.8156,https://diabetes.jmir.org/2017/2/e30/,"Background: Filipino Americans have a high prevalence of obesity, type 2 diabetes (T2D), and cardiovascular disease compared with other Asian American subgroups and non-Hispanic whites. Mobile health (mHealth) weight loss interventions can reduce chronic disease risks, but these are untested in Filipino Americans with T2D. Objective: The objective of this study was to assess feasibility and potential efficacy of a pilot, randomized controlled trial (RCT) of a culturally adapted mHealth weight loss lifestyle intervention (Pilipino Americans Go4Health [PilAm Go4Health]) for overweight Filipino Americans with T2D. Methods: This was a 2-arm pilot RCT of the 3-month PilAm Go4Health intervention (phase 1) with an active waitlist control and 3-month follow-up (phase 2). The waitlist control received the PilAm Go4Health in phase 2, whereas the intervention group transitioned to the 3-month follow-up. PilAm Go4Health incorporated a Fitbit accelerometer, mobile app with diary for health behavior tracking (steps, food/calories, and weight), and social media (Facebook) for virtual social support, including 7 in-person monthly meetings. Filipino American adults ?18 years with T2D were recruited from Northern California. Feasibility was measured by rates of recruitment, engagement, and retention. Multilevel regression analyses assessed within and between group differences for the secondary outcome of percent weight change and other outcomes of weight (kg), body mass index (BMI), waist circumference, fasting plasma glucose, HbA1c, and steps. Results: A total of 45 Filipino American adults were enrolled and randomized. Mean age was 58 (SD 10) years, 62% (28/45) were women, and mean BMI was 30.1 (SD 4.6). Participant retention and study completion were 100%, with both the intervention and waitlist group achieving near-perfect attendance at all 7 intervention office visits. Groups receiving the PilAm Go4Health in phase 1 (intervention group) and phase 2 (waitlist group) had significantly greater weight loss, ?2.6% (?3.9 to ?1.4) and ?3.3% (?1.8 to ?4.8), respectively, compared with the nonintervention group, resulting in a moderate to small effect sizes (d=0.53 and 0.37, respectively). In phase 1, 18% (4/22) of the intervention group achieved a 5% weight loss, whereas 82% (18/22) maintained or lost 2% to 5% of their weight and continued to maintain this weight loss in the 3-month follow-up. Other health outcomes, including waist circumference, BMI, and step counts, improved when each arm received the PilAm Go4Health, but the fasting glucose and HbA1c outcomes were mixed. Conclusions: The PilAm Go4Health was feasible and demonstrated potential efficacy in reducing diabetes risks in overweight Filipino Americans with T2D. This study supports the use of mHealth and other promising intervention strategies to reduce obesity and diabetes risks in Filipino Americans. Further testing in a full-scale RCT is warranted. These findings may support intervention translation to reduce diabetes risks in other at-risk diverse populations. Trial Registration: Clinicaltrials.gov NCT02290184; https://clinicaltrials.gov/ct2/show/NCT02290184 (Archived by WebCite at http://www.webcitation.org/6vDfrvIPp)  [JMIR Diabetes 2017;2(2):e30]",2017,25/11/2018 17:58,25/11/2018 17:58,02/11/2018 16:38,e30,,2,2,,,A Feasible and Efficacious Mobile-Phone Based Lifestyle Intervention for Filipino Americans with Type 2 Diabetes,,,,,,,en,"Unless stated otherwise, all articles are open-access distributed under the terms of the Creative Commons Attribution License (http://creativecommons.org/licenses/by/2.0/), which permits unrestricted use, distribution, and reproduction in any medium, provided the original work (",,,,diabetes.jmir.org,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cancer biology,not checked,,KHG8JQ9R,journalArticle,2018,"Lewis, L Michelle; Edwards, Meredith C; Meyers, Zachary R; Talbot, C Conover; Hao, Haiping; Blum, David; Reproducibility Project: Cancer Biology; Iorns, Elizabeth; Tsui, Rachel; Denis, Alexandria; Perfito, Nicole; Errington, Timothy M",Replication Study: Transcriptional amplification in tumor cells with elevated c-Myc,eLife,,2050-084X,10.7554/eLife.30274,https://elifesciences.org/articles/30274,,09/01/2018,25/11/2018 17:58,25/11/2018 17:58,10/01/2018 14:17,e30274,,,7,,,Replication Study,,,,,,,en,,,,,CrossRef,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cancer biology,not checked,,N3TZKWPX,journalArticle,2017,"Horrigan, Stephen K.; Biology, Reproducibility Project: Cancer",Replication Study: The CD47-signal regulatory protein alpha (SIRPa) interaction is a therapeutic target for human solid tumors,eLife,,2050-084X,10.7554/eLife.18173,https://elifesciences.org/content/6/e18173v1,"In 2015, as part of the Reproducibility Project: Cancer Biology, we published a Registered Report (Chroscinski et al., 2015) that described how we intended to replicate selected experiments from the paper “The CD47-signal regulatory protein alpha (SIRPa) interaction is a therapeutic target for human solid tumors “(Willingham et al., 2012). Here we report the results of those experiments. We found that treatment of immune competent mice bearing orthotopic breast tumors with anti-mouse CD47 antibodies resulted in short-term anemia compared to controls, consistent with the previously described function of CD47 in normal phagocytosis of aging red blood cells and results reported in the original study (Table S4; Willingham et al., 2012). The weight of tumors after 30 days administration of anti-CD47 antibodies or IgG isotype control were not found to be statistically different, whereas the original study reported inhibition of tumor growth with anti-CD47 treatment (Figure 6A,B; Willingham et al., 2012). However, our efforts to replicate this experiment were confounded because spontaneous regression of tumors occurred in several of the mice. Additionally, the excised tumors were scored for inflammatory cell infiltrates. We found IgG and anti-CD47 treated tumors resulted in minimal to moderate lymphocytic infiltrate, while the original study observed sparse lymphocytic infiltrate in IgG-treated tumors and increased inflammatory cell infiltrates in anti-CD47 treated tumors (Figure 6C; Willingham et al., 2012). Furthermore, we observed neutrophilic infiltration was slightly increased in anti-CD47 treated tumors compared to IgG control. Finally, we report a meta-analysis of the result.",19/01/2017,25/11/2018 17:58,06/11/2019 13:58,04/05/2017 21:16,e18173,,,6,,,Replication Study,,,,,,,en,"© 2017, Horrigan et al. This article is distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use and redistribution provided that the original author and source are credited.",,,,elifesciences.org,,Citation Key: horrigan_replication_2017-2 PMID: 28100392,,,,,metascience; Mouse; reproducibility; reproducibility project: cancer biology; CD47; targeted therapy; Replication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cancer biology,not checked,,IMYXQIGP,journalArticle,2018,"Vanden Heuvel, John P; Maddox, Ewa; Maalouf, Samar W; Reproducibility Project: Cancer Biology; Iorns, Elizabeth; Tsui, Rachel; Denis, Alexandria; Perfito, Nicole; Errington, Timothy M",Replication Study: Systematic identification of genomic markers of drug sensitivity in cancer cells,eLife,,2050-084X,10.7554/eLife.29747,https://elifesciences.org/articles/29747,,09/01/2018,25/11/2018 17:58,25/11/2018 17:58,10/01/2018 14:17,e29747,,,7,,,Replication Study,,,,,,,en,,,,,CrossRef,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cancer biology,not checked,,9WNX64CE,journalArticle,2017,"Kandela, Irawati; Aird, Fraser; Biology, Reproducibility Project: Cancer",Replication Study: Discovery and preclinical validation of drug indications using compendia of public gene expression data,eLife,,2050-084X,10.7554/eLife.17044,https://elifesciences.org/content/6/e17044v1,"In 2015, as part of the Reproducibility Project: Cancer Biology, we published a Registered Report (Kandela et al., 2015) that described how we intended to replicate selected experiments from the paper “Discovery and Preclinical Validation of Drug Indications Using Compendia of Public Gene Expression Data“ (Sirota et al., 2011). Here we report the results of those experiments. We found that cimetidine treatment in a xenograft model using A549 lung adenocarcinoma cells resulted in decreased tumor volume compared to vehicle control; however, while the effect was in the same direction as the original study (Figure 4C; Sirota et al., 2011), it was not statistically significant. Cimetidine treatment in a xenograft model using ACHN renal cell carcinoma cells did not differ from vehicle control treatment, similar to the original study (Supplemental Figure 1; Sirota et al., 2011). Doxorubicin treatment in a xenograft model using A549 lung adenocarcinoma cells did not result in a statistically significant difference compared to vehicle control despite tumor volume being reduced to levels similar to those reported in the original study (Figure 4C; Sirota et al., 2011). Finally, we report a random effects meta-analysis for each result. These meta-analyses show that the inhibition of A549 derived tumors by cimetidine resulted in a statistically significant effect, as did the inhibition of A549 derived tumors by doxorubicin. The effect of cimetidine on ACHN derived tumors was not statistically significant, as predicted.",19/01/2017,25/11/2018 17:58,06/11/2019 13:58,04/05/2017 21:16,e17044,,,6,,,Replication Study,,,,,,,en,"© 2017, Kandela et al. This article is distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use and redistribution provided that the original author and source are credited.",,,,elifesciences.org,,Citation Key: kandela_replication_2017-1 PMID: 28100397,,,,,Human; metascience; reproducibility; reproducibility project: cancer biology; cimetidine; drug retargeting; Replication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cancer biology,not checked,,KLWRKKHL,journalArticle,2017,"Aird, Fraser; Kandela, Irawati; Mantis, Christine; Biology, Reproducibility Project: Cancer",Replication Study: BET bromodomain inhibition as a therapeutic strategy to target c-Myc,eLife,,2050-084X,10.7554/eLife.21253,https://elifesciences.org/content/6/e21253v1,"In 2015, as part of the Reproducibility Project: Cancer Biology, we published a Registered Report (Kandela et al., 2015) that described how we intended to replicate selected experiments from the paper ""BET bromodomain inhibition as a therapeutic strategy to target c-Myc"" (Delmore et al., 2011). Here we report the results of those experiments. We found that treatment of human multiple myeloma (MM) cells with the small-molecular inhibitor of BET bromodomains, (+)-JQ1, selectively downregulated MYC transcription, which is similar to what was reported in the original study (Figure 3B; Delmore et al., 2011). Efficacy of (+)-JQ1 was evaluated in an orthotopically xenografted model of MM. Overall survival was increased in (+)-JQ1 treated mice compared to vehicle control, similar to the original study (Figure 7E; Delmore et al., 2011). Tumor burden, as determined by bioluminescence, was decreased in (+)-JQ1 treated mice compared to vehicle control; however, while the effect was in the same direction as the original study (Figure 7C-D; Delmore et al., 2011), it was not statistically significant. The opportunity to detect a statistically significant difference was limited though, due to the higher rate of early death in the control group, and increased overall survival in (+)-JQ1 treated mice before the pre-specified tumor burden analysis endpoint. Additionally, we evaluated the (?)-JQ1 enantiomer that is structurally incapable of inhibiting BET bromodomains, which resulted in a minimal impact on MYC transcription, but did not result in a statistically significant difference in tumor burden or survival distributions compared to treatment with (+)-JQ1. Finally, we report meta-analyses for each result.",19/01/2017,25/11/2018 17:58,06/11/2019 13:58,04/05/2017 21:16,e21253,,,6,,,Replication Study,,,,,,,en,"© 2017, Aird et al. This article is distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use and redistribution provided that the original author and source are credited.",,,,elifesciences.org,,Citation Key: aird_replication_2017-1 PMID: 28100400,,,,,Human; metascience; Mouse; reproducibility; reproducibility project: cancer biology; bromodomain inhibitor; myeloma; Replication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cancer biology,not checked,,468GXC97,journalArticle,2018,"Shan, Xiaochuan; Danet-Desnoyers, Gwenn; Aird, Fraser; Kandela, Irawati; Tsui, Rachel; Perfito, Nicole; Iorns, Elizabeth",Replication study: androgen receptor splice variants determine taxane sensitivity in prostate cancer,PeerJ,,2167-8359,10.7717/peerj.4661,https://peerj.com/articles/4661,,16/04/2018,25/11/2018 17:58,25/11/2018 17:58,23/04/2018 17:49,e4661,,,6,,,Replication study,,,,,,,en,,,,,Crossref,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clinical medicine,not checked,note that this paper is listed twice in the database,YQ7E4LKT,journalArticle,2016,"Chu, Charlene H.; Paquin, Kathleen; Puts, Martine; McGilton, Katherine S.; Babineau, Jessica; Wyk, Paula M. van",Community-Based Hip Fracture Rehabilitation Interventions for Older Adults With Cognitive Impairment: A Systematic Review,JMIR Rehabilitation and Assistive Technologies,,,10/ggb8jd,https://rehab.jmir.org/2016/1/e3/,"Background: A hip fracture in older adulthood can result in function and mobility decline. The consequences are debilitating and place a great burden on patients, caregivers, and the health care system. Although inpatient rehabilitation programs have proven effective, the best practices for community-based rehabilitation required to maintain the gains in function and mobility post hospital discharge are currently unknown. Objective: The aim of this systematic review is to identify and evaluate the evidence on the effectiveness of community-based rehabilitation post hospital discharge interventions for older adults with cognitive impairment (CI) following a hip fracture, and to identify the physical recovery outcomes and measures used in previous studies. Methods: The methods outlined in the Cochrane Handbook for Systematic Reviews of Intervention were followed and findings were reported using the Preferred Reporting Items for Systematic Reviews and Meta-Analyses guidelines. The search strategy included a combination of text words and subject headings relating to the concepts of CI, dementia, delirium, cognitive reserve, and hip fractures. For a study to be included in the review, it had to involve participants with CI who underwent hip fracture surgery, and consisted of an outpatient intervention that occurred in the participant&#8217;s home or community. Peer-reviewed journal articles were identified by searching various databases. Two independent reviewers screened the titles and abstracts to determine which articles comprising of a rehabilitation intervention within a community setting prior to being included for a full article review. A data extraction form and an evidence and quality checklist were used during the full article data analysis and synthesis. A meta-analysis was not conducted due to heterogeneity of measures and outcomes. Results: The original search resulted in over 3000 articles. Of those, three studies satisfied the necessary criteria to be included in the systematic review. All studies included inpatient and outpatient physiotherapy, with some including a cognitive component, family education, and a discharge assessment. Conclusions: The findings from this review suggest that community-based rehabilitation post hospital discharge interventions show promising results towards improving various physical function outcomes, mobility, and activities of daily living for older adults with CI following a hip fracture. This review also demonstrates and discusses the current lack of outpatient rehabilitation interventions targeted towards older adults with CI post-hip fracture. Additionally, several substantive gaps that require attention to move this field forward are highlighted.  [JMIR Rehabil Assist Technol 2016;3(1):e3]",2016,08/01/2020 15:45,08/01/2020 15:45,02/11/2018 16:36,e3,,1,3,,,Community-Based Hip Fracture Rehabilitation Interventions for Older Adults With Cognitive Impairment,,,,,,,en,"Unless stated otherwise, all articles are open-access distributed under the terms of the Creative Commons Attribution License (http://creativecommons.org/licenses/by/2.0/), which permits unrestricted use, distribution, and reproduction in any medium, provided the original work (",,,,rehab.jmir.org,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Computer science,not checked,,782J8ZLA,journalArticle,2017,"Guo, Weisi; Del Vecchio, Marco; Pogrebna, Ganna",Global network centrality of university rankings,Royal Society Open Science,,2054-5703,10.1098/rsos.171172,http://rsos.royalsocietypublishing.org/lookup/doi/10.1098/rsos.171172,,04/10/2017,25/11/2018 17:58,25/11/2018 17:58,,171172,,10,4,,,,,,,,,,en,,,,,CrossRef,,0,"<p>Not labeled as a Registered Report in the online article, but does in pdf of article and issue table of contents states this is a Registered Report (<a href=""http://rsos.royalsocietypublishing.org/content/4/10"">http://rsos.royalsocietypublishing.org/content/4/10</a>)</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
